week;tow;PRN10;PRN16;PRN18;PRN20;PRN23;PRN26;PRN27;PRN29;PRN31;
2134;518511;23418853.0106;13562249.6203;14440657.2519;21076023.9833;20577207.0763;21633010.5929;12194912.5454;5254838.4088;25331055.0815;
2134;518512;23419442.1826;13564328.3418;14438320.5437;21075255.6637;20576720.8810;21634542.7880;12194911.2714;5254391.8873;25330363.5300;
2134;518513;23420031.0886;13566407.1077;14435983.7666;21074487.0096;20576234.3580;21636074.8255;12194910.0911;5253945.5218;25329671.6710;
2134;518514;23420619.7286;13568485.9179;14433646.9207;21073718.0211;20575747.5073;21637606.7055;12194909.0045;5253499.3124;25328979.5046;
2134;518515;23421208.1026;13570564.7724;14431310.0060;21072948.6980;20575260.3287;21639138.4278;12194908.0117;5253053.2590;25328287.0307;
2134;518516;23421796.2106;13572643.6712;14428973.0226;21072179.0404;20574772.8224;21640669.9923;12194907.1126;5252607.3617;25327594.2495;
2134;518517;23422384.0525;13574722.6141;14426635.9706;21071409.0484;20574284.9883;21642201.3991;12194906.3074;5252161.6203;25326901.1609;
2134;518518;23422971.6283;13576801.6011;14424298.8501;21070638.7218;20573796.8264;21643732.6480;12194905.5960;5251716.0348;25326207.7651;
2134;518519;23423558.9379;13578880.6321;14421961.6610;21069868.0606;20573308.3366;21645263.7390;12194904.9785;5251270.6053;25325514.0619;
2134;518520;23424145.9812;13580959.7072;14419624.4035;21069097.0650;20572819.5190;21646794.6720;12194904.4550;5250825.3316;25324820.0516;
2134;518521;23424732.7583;13583038.8262;14417287.0776;21068325.7348;20572330.3734;21648325.4471;12194904.0255;5250380.2138;25324125.7340;
2134;518522;23425319.2690;13585117.9890;14414949.6834;21067554.0700;20571840.9000;21649856.0641;12194903.6901;5249935.2517;25323431.1093;
2134;518523;23425905.5134;13587197.1957;14412612.2210;21066782.0707;20571351.0986;21651386.5229;12194903.4487;5249490.4454;25322736.1775;
2134;518524;23426491.4914;13589276.4461;14410274.6904;21066009.7369;20570860.9693;21652916.8235;12194903.3014;5249045.7949;25322040.9386;
2134;518525;23427077.2029;13591355.7402;14407937.0917;21065237.0684;20570370.5120;21654446.9660;12194903.2484;5248601.3000;25321345.3926;
2134;518526;23427662.6479;13593435.0780;14405599.4249;21064464.0654;20569879.7268;21655976.9501;12194903.2895;5248156.9608;25320649.5397;
2134;518527;23428247.8263;13595514.4593;14403261.6902;21063690.7278;20569388.6135;21657506.7758;12194903.4248;5247712.7772;25319953.3797;
2134;518528;23428832.7382;13597593.8841;14400923.8876;21062917.0556;20568897.1722;21659036.4431;12194903.6545;5247268.7491;25319256.9129;
2134;518529;23429417.3834;13599673.3525;14398586.0171;21062143.0488;20568405.4028;21660565.9520;12194903.9785;5246824.8766;25318560.1392;
2134;518530;23430001.7620;13601752.8642;14396248.0789;21061368.7074;20567913.3054;21662095.3023;12194904.3969;5246381.1597;25317863.0586;
2134;518531;23430585.8738;13603832.4192;14393910.0729;21060594.0314;20567420.8799;21663624.4940;12194904.9097;5245937.5982;25317165.6712;
2134;518532;23431169.7189;13605912.0175;14391571.9993;21059819.0207;20566928.1263;21665153.5271;12194905.5169;5245494.1921;25316467.9770;
2134;518533;23431753.2971;13607991.6591;14389233.8581;21059043.6754;20566435.0445;21666682.4015;12194906.2187;5245050.9414;25315769.9761;
2134;518534;23432336.6085;13610071.3438;14386895.6494;21058267.9955;20565941.6346;21668211.1171;12194907.0150;5244607.8461;25315071.6684;
2134;518535;23432919.6529;13612151.0716;14384557.3733;21057491.9810;20565447.8965;21669739.6739;12194907.9059;5244164.9062;25314373.0541;
2134;518536;23433502.4304;13614230.8425;14382219.0298;21056715.6317;20564953.8302;21671268.0718;12194908.8914;5243722.1215;25313674.1332;
2134;518537;23434084.9409;13616310.6563;14379880.6189;21055938.9479;20564459.4358;21672796.3108;12194909.9716;5243279.4921;25312974.9057;
2134;518538;23434667.1844;13618390.5131;14377542.1408;21055161.9293;20563964.7131;21674324.3908;12194911.1465;5242837.0179;25312275.3716;
2134;518539;23435249.1607;13620470.4128;14375203.5955;21054384.5761;20563469.6621;21675852.3117;12194912.4161;5242394.6989;25311575.5311;
2134;518540;23435830.8700;13622550.3552;14372864.9831;21053606.8882;20562974.2829;21677380.0736;12194913.7806;5241952.5351;25310875.3840;
2134;518541;23436412.3120;13624630.3404;14370526.3036;21052828.8656;20562478.5753;21678907.6762;12194915.2399;5241510.5263;25310174.9305;
2134;518542;23436993.4868;13626710.3683;14368187.5572;21052050.5084;20561982.5395;21680435.1197;12194916.7940;5241068.6727;25309474.1706;
2134;518543;23437574.3944;13628790.4388;14365848.7438;21051271.8164;20561486.1753;21681962.4038;12194918.4431;5240626.9741;25308773.1044;
2134;518544;23438155.0346;13630870.5519;14363509.8635;21050492.7897;20560989.4828;21683489.5287;12194920.1872;5240185.4305;25308071.7318;
2134;518545;23438735.4075;13632950.7075;14361170.9165;21049713.4283;20560492.4619;21685016.4941;12194922.0263;5239744.0418;25307370.0529;
2134;518546;23439315.5130;13635030.9056;14358831.9027;21048933.7322;20559995.1126;21686543.3001;12194923.9604;5239302.8081;25306668.0678;
2134;518547;23439895.3510;13637111.1461;14356492.8223;21048153.7013;20559497.4349;21688069.9466;12194925.9896;5238861.7294;25305965.7765;
2134;518548;23440474.9215;13639191.4289;14354153.6753;21047373.3357;20558999.4288;21689596.4335;12194928.1139;5238420.8054;25305263.1790;
2134;518549;23441054.2245;13641271.7539;14351814.4617;21046592.6354;20558501.0942;21691122.7608;12194930.3334;5237980.0363;25304560.2753;
2134;518550;23441633.2599;13643352.1212;14349475.1817;21045811.6003;20558002.4312;21692648.9284;12194932.6481;5237539.4220;25303857.0656;
2134;518551;23442212.0277;13645432.5307;14347135.8353;21045030.2304;20557503.4396;21694174.9362;12194935.0581;5237098.9625;25303153.5498;
2134;518552;23442790.5278;13647512.9822;14344796.4226;21044248.5258;20557004.1196;21695700.7843;12194937.5634;5236658.6577;25302449.7280;
2134;518553;23443368.7602;13649593.4758;14342456.9435;21043466.4864;20556504.4710;21697226.4725;12194940.1640;5236218.5076;25301745.6001;
2134;518554;23443946.7248;13651674.0114;14340117.3983;21042684.1122;20556004.4939;21698752.0008;12194942.8600;5235778.5121;25301041.1664;
2134;518555;23444524.4216;13653754.5889;14337777.7870;21041901.4032;20555504.1881;21700277.3691;12194945.6514;5235338.6712;25300336.4267;
2134;518556;23445101.8505;13655835.2083;14335438.1095;21041118.3595;20555003.5538;21701802.5775;12194948.5383;5234898.9849;25299631.3812;
2134;518557;23445679.0115;13657915.8694;14333098.3661;21040334.9809;20554502.5909;21703327.6257;12194951.5207;5234459.4532;25298926.0298;
2134;518558;23446255.9046;13659996.5723;14330758.5567;21039551.2675;20554001.2994;21704852.5138;12194954.5987;5234020.0759;25298220.3726;
2134;518559;23446832.5297;13662077.3169;14328418.6815;21038767.2194;20553499.6792;21706377.2416;12194957.7722;5233580.8532;25297514.4097;
2134;518560;23447408.8868;13664158.1031;14326078.7404;21037982.8363;20552997.7303;21707901.8093;12194961.0414;5233141.7848;25296808.1410;
2134;518561;23447984.9758;13666238.9309;14323738.7336;21037198.1185;20552495.4528;21709426.2166;12194964.4062;5232702.8709;25296101.5667;
2134;518562;23448560.7966;13668319.8002;14321398.6611;21036413.0658;20551992.8465;21710950.4635;12194967.8668;5232264.1113;25295394.6867;
2134;518563;23449136.3493;13670400.7109;14319058.5231;21035627.6783;20551489.9115;21712474.5501;12194971.4231;5231825.5061;25294687.5011;
2134;518564;23449711.6338;13672481.6630;14316718.3194;21034841.9560;20550986.6477;21713998.4761;12194975.0753;5231387.0551;25293980.0100;
2134;518565;23450286.6500;13674562.6565;14314378.0503;21034055.8987;20550483.0552;21715522.2416;12194978.8232;5230948.7584;25293272.2133;
2134;518566;23450861.3979;13676643.6912;14312037.7158;21033269.5066;20549979.1339;21717045.8465;12194982.6671;5230510.6159;25292564.1111;
2134;518567;23451435.8774;13678724.7672;14309697.3159;21032482.7797;20549474.8838;21718569.2907;12194986.6069;5230072.6276;25291855.7035;
2134;518568;23452010.0886;13680805.8842;14307356.8507;21031695.7178;20548970.3048;21720092.5742;12194990.6426;5229634.7935;25291146.9904;
2134;518569;23452584.0313;13682887.0424;14305016.3204;21030908.3211;20548465.3970;21721615.6970;12194994.7744;5229197.1134;25290437.9720;
2134;518570;23453157.7055;13684968.2416;14302675.7248;21030120.5895;20547960.1603;21723138.6589;12194999.0022;5228759.5874;25289728.6482;
2134;518571;23453731.1112;13687049.4818;14300335.0642;21029332.5230;20547454.5948;21724661.4599;12195003.3261;5228322.2155;25289019.0191;
2134;518572;23454304.2483;13689130.7629;14297994.3386;21028544.1216;20546948.7003;21726184.1000;12195007.7461;5227884.9976;25288309.0848;
2134;518573;23454877.1168;13691212.0849;14295653.5480;21027755.3853;20546442.4769;21727706.5791;12195012.2623;5227447.9336;25287598.8452;
2134;518574;23455449.7166;13693293.4476;14293312.6925;21026966.3140;20545935.9245;21729228.8971;12195016.8748;5227011.0236;25286888.3005;
2134;518575;23456022.0477;13695374.8511;14290971.7722;21026176.9078;20545429.0432;21730751.0540;12195021.5834;5226574.2674;25286177.4505;
2134;518576;23456594.1101;13697456.2953;14288630.7871;21025387.1667;20544921.8329;21732273.0498;12195026.3884;5226137.6651;25285466.2955;
2134;518577;23457165.9037;13699537.7801;14286289.7374;21024597.0907;20544414.2936;21733794.8843;12195031.2898;5225701.2167;25284754.8354;
2134;518578;23457737.4284;13701619.3054;14283948.6230;21023806.6797;20543906.4252;21735316.5575;12195036.2875;5225264.9220;25284043.0703;
2134;518579;23458308.6842;13703700.8712;14281607.4440;21023015.9338;20543398.2279;21736838.0694;12195041.3816;5224828.7811;25283331.0002;
2134;518580;23458879.6711;13705782.4775;14279266.2006;21022224.8529;20542889.7014;21738359.4198;12195046.5722;5224392.7939;25282618.6251;
