week;tow;PRN10;PRN16;PRN18;PRN20;PRN23;PRN26;PRN27;PRN29;PRN31;
2134;518517;10740596.8712;-7447579.6190;9107858.8977;15441662.8571;16516858.6903;733073.9369;-17395894.0433;22311485.0288;-5519126.9547;
2134;518518;10741291.3038;-7445762.5394;9108965.3390;15441631.0950;16516857.5897;734332.6265;-17393870.7183;22313131.8979;-5518570.1627;
2134;518519;10741985.4823;-7443945.6418;9110071.9761;15441599.2035;16516856.2973;735591.0811;-17391847.1062;22314778.4740;-5518013.1849;
2134;518520;10742679.4067;-7442128.9263;9111178.8089;15441567.1826;16516854.8130;736849.3009;-17389823.2071;22316424.7570;-5517456.0213;
2134;518521;10743373.0769;-7440312.3930;9112285.8373;15441535.0325;16516853.1370;738107.2857;-17387799.0211;22318070.7469;-5516898.6718;
2134;518522;10744066.4930;-7438496.0417;9113393.0614;15441502.7532;16516851.2693;739365.0357;-17385774.5481;22319716.4436;-5516341.1364;
2134;518523;10744759.6551;-7436679.8727;9114500.4811;15441470.3446;16516849.2100;740622.5509;-17383749.7882;22321361.8471;-5515783.4150;
2134;518524;10745452.5632;-7434863.8858;9115608.0965;15441437.8070;16516846.9591;741879.8311;-17381724.7415;22323006.9572;-5515225.5077;
2134;518525;10746145.2172;-7433048.0812;9116715.9076;15441405.1402;16516844.5166;743136.8765;-17379699.4080;22324651.7741;-5514667.4143;
2134;518526;10746837.6173;-7431232.4589;9117823.9142;15441372.3444;16516841.8826;744393.6870;-17377673.7878;22326296.2975;-5514109.1349;
2134;518527;10747529.7634;-7429417.0190;9118932.1165;15441339.4195;16516839.0571;745650.2626;-17375647.8809;22327940.5275;-5513550.6693;
2134;518528;10748221.6556;-7427601.7614;9120040.5145;15441306.3658;16516836.0403;746906.6034;-17373621.6874;22329584.4641;-5512992.0177;
2134;518529;10748913.2939;-7425786.6862;9121149.1080;15441273.1831;16516832.8321;748162.7093;-17371595.2072;22331228.1071;-5512433.1799;
2134;518530;10749604.6783;-7423971.7934;9122257.8971;15441239.8716;16516829.4325;749418.5803;-17369568.4405;22332871.4565;-5511874.1559;
2134;518531;10750295.8089;-7422157.0831;9123366.8818;15441206.4313;16516825.8417;750674.2165;-17367541.3874;22334514.5123;-5511314.9456;
