PRN10;PRN16;PRN18;PRN20;PRN23;PRN26;PRN27;PRN29;PRN31;
2.328306436539e-09;-1.071020960808e-08;-8.381903171539e-09;-8.381903171539e-09;-8.381903171539e-09;6.984919309616e-09;1.862645149231e-09;-1.024454832077e-08;-1.303851604462e-08;
